title_theme,title_index,author,theme,cycle,collection,mss_ff,mss,ff,page,mss_index,material_class,size_class,cent_i,cent_s
prophecies de merlin,prophecies de merlin,,british and english traditions,cycle of arthur,harley,harley 1629,harley 1629,,371,harley 1629,vellum,quarto,,unknown
prophecies de merlin,prophecies de merlin,,british and english traditions,cycle of arthur,additional,"add. 25,434","add. 25,434",,371,"additional add. 25,434",vellum,folio,,unknown
"meriadoc, and gawain",meriadoc and gawain,,british and english traditions,cycle of arthur,cotton,faustina b. vi. ff. 2-40 b,faustina b. vi.,ff. 2-40 b,374,cotton faustina b. vi. ff. 2-40 b,vellum,quarto,14.0,14e
perceforest,perceforest,,british and english traditions,cycle of arthur,royal,15. e. v.,15. e. v.,,377,royal 15. e. v.,,,,unknown
perceforest,perceforest,,british and english traditions,cycle of arthur,royal,19. e. ii.,19. e. ii.,,377,royal 19. e. ii.,,,,unknown
perceforest,perceforest,,british and english traditions,cycle of arthur,royal,19. e. iii.,19. e. iii.,,377,royal 19. e. iii.,,,,unknown
artus de bretagne,artus de bretagne,,british and english traditions,cycle of arthur,additional,"add. 10,295","add. 10,295",,382,"additional add. 10,295",paper,quarto,15.0,15e
"birth of merlin, in french verse",birth of merlin,,british and english traditions,cycle of arthur,arundel,arundel 220. art. l,arundel 220. art. l,,384,arundel 220. art. l,vellum,quarto,14.0,14e
"sir gawain and the green knight, and other similar english poems",sir gawain and the green knight,,british and english traditions,cycle of arthur,cotton,nero a. x. ff. 90 b-126,nero a. x.,ff. 90 b-126,387,cotton nero a. x. ff. 90 b-126,vellum,quarto,14.0,14e
iwein,iwein,hartmann von aue,british and english traditions,cycle of arthur,additional,"add. 19,554. ff. 57-100 b","add. 19,554.",ff. 57-100 b,390,"additional add. 19,554. ff. 57-100 b",paper,quarto,1.0,1e
ywain and gawain,ywain and gawain,,british and english traditions,cycle of arthur,cotton,galba e. ix. ff. 4-25,galba e. ix.,ff. 4-25,392,cotton galba e. ix. ff. 4-25,vellum,folio,15.0,15e
"peredur ab efrawc, and parcevals saga",peredur ab efrawc,,british and english traditions,cycle of arthur,additional,"add. 14,907. ff. 149-167","add. 14,907.",ff. 149-167,395,"additional add. 14,907. ff. 149-167",paper,folio,15.0,15e
gabons saga ok vigoles,gabons saga ok vigolea,,british and english traditions,cycle of arthur,additional,"add. 11,157. ff. 1-46 b","add. 11,157.",ff. 1-46 b,402,"additional add. 11,157. ff. 1-46 b",paper,quarto,18.0,18e
morte arthur,morte arthur,,british and english traditions,cycle of arthur,harley,harley 2252. ff. 86-133 b,harley 2252.,ff. 86-133 b,405,harley 2252. ff. 86-133 b,paper,folio,15.0,15e
samsons saga,samsons saga fagra,,british and english traditions,cycle of arthur,additional,add. 4863. ff. 47-68 b,add. 4863.,ff. 47-68 b,407,additional add. 4863. ff. 47-68 b,paper,folio,,unknown
lays of marie de fiance,lays of marie de france,,british and english traditions,,harley,harley 978. ff. 118-160,harley 978.,ff. 118-160,408,harley 978. ff. 118-160,vellum,quarto,,unknown
sir gowghter,sir gowghter,,british and english traditions,,royal,17. b. xliii. ff. 116-131 b,17. b. xliii.,ff. 116-131 b,419,royal 17. b. xliii. ff. 116-131 b,vellum,quarto,15.0,15e
hanes taliesin,hanes taliesin,,british and english traditions,,additional,"add. 14,697. ff. 205-208 b","add. 14,697.",ff. 205-208 b,421,"additional add. 14,697. ff. 205-208 b",paper,quarto,18.0,18e
hanes taliesin,hanes taliesin,,british and english traditions,,additional,"add. 15,002. ff. 144 b-147 b","add. 15,002.",ff. 144 b-147 b,421,"additional add. 15,002. ff. 144 b-147 b",paper,quarto,18.0,18e
king horn,king horn,,british and english traditions,,harley,harley 527. ff. 59-73 b,harley 527.,ff. 59-73 b,447,harley 527. ff. 59-73 b,vellum,quarto,,unknown
king horn,king horn,,british and english traditions,,harley,harley 2253. ff. 83-92 b,harley 2253.,ff. 83-92 b,447,harley 2253. ff. 83-92 b,,,,unknown
pontus et sidoine,pontus and sidoine,,british and english traditions,,royal,15. e. vi. ff. 207-226 b,15. e. vi.,ff. 207-226 b,469,royal 15. e. vi. ff. 207-226 b,vellum,folio,15.0,15e
guy of warwick,guy of warwick,,british and english traditions,,royal,8. f. ix. ff. 105-159,8. f. ix.,ff. 105-159,471,royal 8. f. ix. ff. 105-159,,,,unknown
guy of warwick,guy of warwick,,british and english traditions,,cotton,vespasian d. ix. ff. 40-43 b,vespasian d. ix.,ff. 40-43 b,471,cotton vespasian d. ix. ff. 40-43 b,paper,quarto,16.0,16e
guy of warwick,guy of warwick,,british and english traditions,,harley,harley 3775. ff. 15-26 b,harley 3775.,ff. 15-26 b,471,harley 3775. ff. 15-26 b,vellum,folio,13.0,13e
guy of warwick,guy of warwick,,british and english traditions,,harley,harley 5243,harley 5243,,471,harley 5243,,,,unknown
guy of warwick,guy of warwick,,british and english traditions,,harley,harley 7333. ff. 33-35 b,harley 7333.,ff. 33-35 b,471,harley 7333. ff. 33-35 b,,,,unknown
guy of warwick,guy of warwick,,british and english traditions,,lansdowne,lansdowne 699. ff. 18 b-27 b,lansdowne 699.,ff. 18 b-27 b,471,lansdowne 699. ff. 18 b-27 b,,,,unknown
guy of warwick,guy of warwick,,british and english traditions,,sloane,sloane 1044. ff. 625,sloane 1044.,ff. 625,471,sloane 1044. ff. 625,,,,unknown
guy of warwick,guy of warwick,,british and english traditions,,additional,"add. 14,408. ff. 74-77","add. 14,408.",ff. 74-77,471,"additional add. 14,408. ff. 74-77",,,,unknown
fulk fitz-warin,fulk fitz-warin,,british and english traditions,,royal,12. c. xii. ff. 33-60 b,12. c. xii.,ff. 33-60 b,501,royal 12. c. xii. ff. 33-60 b,vellum,octavo,4.0,4e
tale of gamelyn,tale of gamelyn,,british and english traditions,,royal,17. d. xv. ff. 66 b-79 b,17. d. xv.,ff. 66 b-79 b,509,royal 17. d. xv. ff. 66 b-79 b,paper,folio,15.0,15e
tale of gamelyn,tale of gamelyn,,british and english traditions,,royal,18. c. ii. ff. 56 b-67 b,18. c. ii.,ff. 56 b-67 b,509,royal 18. c. ii. ff. 56 b-67 b,vellum,folio,,unknown
tale of gamelyn,tale of gamelyn,,british and english traditions,,harley,harley 1758. ff. 48-55,harley 1758.,ff. 48-55,509,harley 1758. ff. 48-55,vellum,folio,15.0,15e
tale of gamelyn,tale of gamelyn,,british and english traditions,,harley,harley 7334. ff. 59-70 b,harley 7334.,ff. 59-70 b,509,harley 7334. ff. 59-70 b,,,,unknown
tale of gamelyn,tale of gamelyn,,british and english traditions,,lansdowne,lansdowne 851. ff. 54 b-65,lansdowne 851.,ff. 54 b-65,509,lansdowne 851. ff. 54 b-65,vellum,folio,15.0,15e
tale of gamelyn,tale of gamelyn,,british and english traditions,,sloane,sloane 1685. ff. 51 b-62 b,sloane 1685.,ff. 51 b-62 b,509,sloane 1685. ff. 51 b-62 b,vellum,folio,,unknown
tale of gamelyn,tale of gamelyn,,british and english traditions,,sloane,sloane 1686. ff. 71-86 b,sloane 1686.,ff. 71-86 b,509,sloane 1686. ff. 71-86 b,paper,folio,15.0,15e
robin and gandeleyn,robyn and gandelyn,,british and english traditions,,sloane,sloane 2593. ff. 14 b-15 b,sloane 2593.,ff. 14 b-15 b,516,sloane 2593. ff. 14 b-15 b,paper,quarto,15.0,15e
scottish ballads,scottish ballads,,british and english traditions,,additional,"add. 22,311","add. 22,311",,531,"additional add. 22,311",paper,folio,19.0,19e
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,royal,4. c. xi. ff. 280-286 b,4. c. xi.,ff. 280-286 b,546,royal 4. c. xi. ff. 280-286 b,vellum,folio,,unknown
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,royal,13. d. i. ff. 212 b-222,13. d. i.,ff. 212 b-222,546,royal 13. d. i. ff. 212 b-222,vellum,folio,14.0,14e
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,cotton,nero a. xi. ff. 8-63,nero a. xi.,ff. 8-63,546,cotton nero a. xi. ff. 8-63,,,,unknown
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,harley,harley 108. ff. 4 b-31 b,harley 108.,ff. 4 b-31 b,546,harley 108. ff. 4 b-31 b,vellum,octavo,5.0,5e
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,harley,harley 273. ff. 86-102 b,harley 273.,ff. 86-102 b,546,harley 273. ff. 86-102 b,vellum,octavo,,unknown
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,harley,harley 2361. ff. 138-139 b,harley 2361.,ff. 138-139 b,546,harley 2361. ff. 138-139 b,vellum,,15.0,15e
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,harley,harley 2500. ff. 139-155,harley 2500.,ff. 139-155,546,harley 2500. ff. 139-155,paper,folio,,unknown
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,harley,harley 3043. ff. 17-31,harley 3043.,ff. 17-31,546,harley 3043. ff. 17-31,,,,unknown
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,harley,harley 6358. ff. 60-83,harley 6358.,ff. 60-83,546,harley 6358. ff. 60-83,vellum,quarto,,unknown
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,arundel,arundel 220. ff. 284-298 b,arundel 220.,ff. 284-298 b,546,arundel 220. ff. 284-298 b,,,,unknown
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,additional,add. 6924. ff. 297-303,add. 6924.,ff. 297-303,546,additional add. 6924. ff. 297-303,paper,quarto,,unknown
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,additional,"add. 12,213. ff. 1-184 b","add. 12,213.",ff. 1-184 b,546,"additional add. 12,213. ff. 1-184 b",vellum,quarto,,unknown
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,additional,"add. 17,920. ff. 6 b-19 b","add. 17,920.",ff. 6 b-19 b,546,"additional add. 17,920. ff. 6 b-19 b",vellum,folio,,unknown
turpin's chronicle,turpin's chronicle,,french traditions,cycle of charlemagne,additional,"add. 19,513. ff. 141-163","add. 19,513.",ff. 141-163,546,"additional add. 19,513. ff. 141-163",,,,unknown
karolellus,karolellus,,french traditions,cycle of charlemagne,royal,13. a. xviii. ff. 136-149 b,13. a. xviii.,ff. 136-149 b,595,royal 13. a. xviii. ff. 136-149 b,,folio,14.0,14e
philomena,philomena,,french traditions,cycle of charlemagne,additional,"add. 21,218","add. 21,218",,596,"additional add. 21,218",vellum,octavo,4.0,4e
aspremont,aspremont,,french traditions,cycle of charlemagne,additional,"add. 10,508. ff. 1-63 b","add. 10,508.",ff. 1-63 b,598,"additional add. 10,508. ff. 1-63 b",paper,folio,,unknown
enfances ogier,enfances ogier,adenet le roi,french traditions,cycle of charlemagne,harley,harley 4404. ff. 102-251 b,harley 4404.,ff. 102-251 b,610,harley 4404. ff. 102-251 b,,,,unknown
quatre fils aimon,quatre fils aimon,,french traditions,cycle of charlemagne,royal,16. g. ii.,16. g. ii.,,619,royal 16. g. ii.,vellum,folio,15.0,15e
quatre fils aimon,quatre fils aimon,,french traditions,cycle of charlemagne,sloane,sloane 960,sloane 960,,619,sloane 960,paper,quarto,,unknown
guillaume d'orange,guillaume d'orange,,french traditions,,royal,20. d. xi.,20. d. xi.,,632,royal 20. d. xi.,,,,unknown
guillaume d'orange,guillaume d'orange,,french traditions,,harley,harley 1321,harley 1321,,632,harley 1321,,,,unknown
girard de roussillon,girard de roussillon,,french traditions,,harley,harley 4334,harley 4334,,663,harley 4334,vellum,,,unknown
reali di francia,reali di francia,,french traditions,,additional,"add. 22,312","add. 22,312",,672,"additional add. 22,312",,,,unknown
ricciardetto,riccardetto,niccolo fortiguerra,french traditions,,additional,"add. 10,321","add. 10,321",,680,"additional add. 10,321",paper,quarto,18.0,18e
magus saga,magus saga jarls,,french traditions,,additional,add. 4860. ff. 157-188 b,add. 4860.,ff. 157-188 b,684,additional add. 4860. ff. 157-188 b,paper,folio,,unknown
magus saga,magus saga jarls,,french traditions,,additional,add. 4874. ff. 1-66,add. 4874.,ff. 1-66,684,additional add. 4874. ff. 1-66,paper,quarto,18.0,18e
mélusine,mélusine,,french traditions,,royal,18. b. ii.,18. b. ii.,,687,royal 18. b. ii.,paper,quarto,16.0,16e
mélusine,mélusine,,french traditions,,harley,harley 4418,harley 4418,,687,harley 4418,vellum,folio,5.0,5e
mélusine,mélusine,,french traditions,,additional,add. 6796,add. 6796,,687,additional add. 6796,paper,folio,15.0,15e
partonopeus de blois,partonopeus de blois,,french traditions,,additional,"add. 15,212. ff. 14 b-196 b","add. 15,212.",ff. 14 b-196 b,698,"additional add. 15,212. ff. 14 b-196 b",paper,quarto,,unknown
florence de rome,florence de rome,,miscellaneous romance,,lansdowne,"lansdowne 362. ff. 75*, 75**, 76, 77",lansdowne 362.,"ff. 75*, 75**, 76, 77",711,"lansdowne 362. ff. 75*, 75**, 76, 77",vellum,quarto,1.0,1e
the chaste duchess,the chaste duchess,jacob wimpheling,miscellaneous romance,,additional,"add. 25,569. ff. 15 b-21","add. 25,569.",ff. 15 b-21,713,"additional add. 25,569. ff. 15 b-21",paper,octavo,15.0,15e
floire et blancheflor,floire et blancheflor,,miscellaneous romance,,additional,"add. 15,213","add. 15,213",,714,"additional add. 15,213",paper,quarto,,unknown
filocolo,filocolo,boccaccio,miscellaneous romance,,harley,harley 3314,harley 3314,,716,harley 3314,paper,folio,,unknown
filocolo,filocolo,boccaccio,miscellaneous romance,,additional,"add. 14,682","add. 14,682",,716,"additional add. 14,682",paper,folio,15.0,15e
"le dit de guillaume d'angleterre, etc","les deux chevaliers, and le dit de guillaume d'angleterre",,miscellaneous romance,,additional,"add. 15,606. ff. 110, col. 2,-113, col. 2; and 140 b-152","add. 15,606.","ff. 110, col. 2,-113, col. 2; and 140 b-152",757,"additional add. 15,606. ff. 110, col. 2,-113, col. 2; and 140 b-152",,,,unknown
king robert of sicily,king robert of sicily,,miscellaneous romance,,harley,harley 1701. ff. 92-95,harley 1701.,ff. 92-95,763,harley 1701. ff. 92-95,vellum,quarto,5.0,5e
king robert of sicily,king robert of sicily,,miscellaneous romance,,additional,"add. 22,283. ff. 90 b-91 b","add. 22,283.",ff. 90 b-91 b,763,"additional add. 22,283. ff. 90 b-91 b",,,,unknown
the king of tars,the diana of montemayor,,miscellaneous romance,,additional,"add. 18,688","add. 18,688",,767,"additional add. 18,688",paper,quarto,17.0,17e
theseus de cologne,theseus de cologne,,miscellaneous romance,,additional,"add. 16,955","add. 16,955",,769,"additional add. 16,955",paper,folio,,unknown
petit jean de saintré,petit jean de saintré,antoine de la salle,miscellaneous romance,,cotton,nero d. ix. ff. 1-108,nero d. ix.,ff. 1-108,775,cotton nero d. ix. ff. 1-108,,,,unknown
petit jean de saintré,petit jean de saintré,antoine de la salle,miscellaneous romance,,additional,"add. 11,614","add. 11,614",,775,"additional add. 11,614",,,,unknown
the three kings' sons,the three kings' sons,,miscellaneous romance,,harley,harley 326. ff. 8-123 b,harley 326.,ff. 8-123 b,782,harley 326. ff. 8-123 b,vellum,quarto,15.0,15e
uberto and philomena,uberto and philomena,,miscellaneous romance,,additional,"add. 12,196. ff. 1-48 b","add. 12,196.",ff. 1-48 b,784,"additional add. 12,196. ff. 1-48 b",paper,folio,15.0,15e
amadis de gaula (english translation),amadis de gaula,,miscellaneous romance,,lansdowne,lansdowne 766. ff. 1-18 b,lansdowne 766.,ff. 1-18 b,787,lansdowne 766. ff. 1-18 b,paper,quarto,6.0,6e
fiammetta,fiammetta,boccaccio,miscellaneous romance,,harley,harley 3573,harley 3573,,792,harley 3573,paper,folio,15.0,15e
fiammetta,fiammetta,boccaccio,miscellaneous romance,,harley,harley 5427,harley 5427,,792,harley 5427,vellum,octavo,15.0,15e
corbaccio,corbaccio,boccaccio,miscellaneous romance,,harley,harley 3581,harley 3581,,794,harley 3581,,,,unknown
theagenes and stelliana,theagenes and stelliana,sir kenelm digby,miscellaneous romance,,harley,harley 6758,harley 6758,,795,harley 6758,paper,folio,,unknown
aronus and marina,aronus and marina,,miscellaneous romance,,harley,harley 2678. ff. 93-96 b,harley 2678.,ff. 93-96 b,797,harley 2678. ff. 93-96 b,,,,unknown
antiochus,tale of antiochus,leonardo bruni,miscellaneous romance,,harley,harley 3830. ff. 11 b-17 b,harley 3830.,ff. 11 b-17 b,798,harley 3830. ff. 11 b-17 b,paper,quarto,15.0,15e
tale of two lovers,tale of two lovers,aeneas sylvius,miscellaneous romance,,royal,12. c. xx. ff. 17-46,12. c. xx.,ff. 17-46,799,royal 12. c. xx. ff. 17-46,vellum,quarto,15.0,15e
tale of two lovers,tale of two lovers,aeneas sylvius,miscellaneous romance,,harley,harley 1883. ff. 119-135 b,harley 1883.,ff. 119-135 b,799,harley 1883. ff. 119-135 b,paper,folio,15.0,15e
tale of two lovers,tale of two lovers,aeneas sylvius,miscellaneous romance,,harley,harley 2492. ff. 154 b-169 b,harley 2492.,ff. 154 b-169 b,799,harley 2492. ff. 154 b-169 b,paper,folio,15.0,15e
cassandra,cassandra,gautier de costes (english translation),miscellaneous romance,,sloane,sloane 457,sloane 457,,803,sloane 457,paper,,17.0,17e
contes et fabliaux,contes et fabliaux,,miscellaneous romance,,additional,"add. 15,210-15,213","add. 15,210-15,213",,804,"additional add. 15,210-15,213",paper,quarto,8.0,8e
romances and ballads,romances and ballads,,miscellaneous romance,,additional,"add. 27,979","add. 27,979",,817,"additional add. 27,979",paper,folio,,unknown
"tales and fables, etc (german)",tales and fables,,miscellaneous romance,,additional,"add. 24,946","add. 24,946",,826,"additional add. 24,946",,,,unknown
romantic tales (icelandic),two romantic tales,,miscellaneous romance,,additional,"add. 11,241. ff. 95, 140","add. 11,241.","ff. 95, 140",841,"additional add. 11,241. ff. 95, 140",,,,unknown
romantic tales (icelandic),two romantic tales,,miscellaneous romance,,additional,"add. 24,973. ff. 2-69 b","add. 24,973.",ff. 2-69 b,841,"additional add. 24,973. ff. 2-69 b",paper,octavo,19.0,19e
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,royal,19. a. xviii.,19. a. xviii.,,874,royal 19. a. xviii.,,,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,royal,19. b. xii. ff. 2-147 b,19. b. xii.,ff. 2-147 b,874,royal 19. b. xii. ff. 2-147 b,,,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,royal,19. b. xiii.,19. b. xiii.,,874,royal 19. b. xiii.,,,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,royal,20. a. xvii.,20. a. xvii.,,874,royal 20. a. xvii.,vellum,quarto,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,royal,20. d. vii.,20. d. vii.,,874,royal 20. d. vii.,vellum,folio,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,harley,harley 4425,harley 4425,,874,harley 4425,vellum,folio,15.0,15e
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,additional,"add. 12,042","add. 12,042",,874,"additional add. 12,042",vellum,quarto,15.0,15e
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,additional,"add. 16,169. ff. 1, 477","add. 16,169.","ff. 1, 477",874,"additional add. 16,169. ff. 1, 477",vellum,folio,14.0,14e
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,additional,"add. 31,840","add. 31,840",,874,"additional add. 31,840",vellum,folio,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,egerton,egerton 881,egerton 881,,874,egerton 881,paper,quarto,15.0,15e
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,egerton,egerton 1069,egerton 1069,,874,egerton 1069,vellum,folio,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,egerton,egerton 2022,egerton 2022,,874,egerton 2022,vellum,octavo,,unknown
chemin de vaillance,le chemin de vaillance,jean de courcy,allegorical and didactic romance,,royal,14. e. ii. ff. 1-293,14. e. ii.,ff. 1-293,895,royal 14. e. ii. ff. 1-293,,,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,royal,16. f. v. ff. 1-113 b,16. f. v.,ff. 1-113 b,903,royal 16. f. v. ff. 1-113 b,vellum,folio,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 1121. ff. 1-140,harley 1121.,ff. 1-140,903,harley 1121. ff. 1-140,vellum,quarto,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 4294. ff. 1-79 b,harley 4294.,ff. 1-79 b,903,harley 4294. ff. 1-79 b,paper,folio,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 4361,harley 4361,,903,harley 4361,vellum,folio,14.0,14e
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 4417. ff. 1-141 b,harley 4417.,ff. 1-141 b,903,harley 4417. ff. 1-141 b,vellum,folio,14.0,14e
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 4486. ff. 69-146,harley 4486.,ff. 69-146,903,harley 4486. ff. 69-146,vellum,folio,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,lansdowne,lansdowne 793,lansdowne 793,,903,lansdowne 793,vellum,folio,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,sloane,sloane 2232,sloane 2232,,903,sloane 2232,paper,,16.0,16e
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,additional,"add. 10,286. ff. 2-114","add. 10,286.",ff. 2-114,903,"additional add. 10,286. ff. 2-114",paper,quarto,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,additional,"add. 16,563","add. 16,563",,903,"additional add. 16,563",vellum,quarto,14.0,14e
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,additional,"add. 17,914","add. 17,914",,903,"additional add. 17,914",vellum,quarto,14.0,14e
titurel,titurel,albrecht von scharfenberg,appendix,,additional,add. 30984,add. 30984,,932,additional add. 30984,,,,unknown
"life of harold, king of england","life of harold, king of england",,appendix,,harley,harley 3776. ff. 1-24 b,harley 3776.,ff. 1-24 b,941,harley 3776. ff. 1-24 b,,,,unknown
,historia regum britanniae,,,,royal,13. a. iii. ff. 1-133,13. a. iii.,ff. 1-133,237,royal 13. a. iii. ff. 1-133,vellum,octavo,14.0,14e
,historia regum britanniae,,,,royal,13. d. ii. ff. 124-173 b,13. d. ii.,ff. 124-173 b,228,royal 13. d. ii. ff. 124-173 b,vellum,folio,,unknown
,historia regum britanniae,,,,royal,13. d. v. ff. 1-37 b,13. d. v.,ff. 1-37 b,229,royal 13. d. v. ff. 1-37 b,,folio,,unknown
,historia regum britanniae,,,,cotton,vespasian a. xxiii. ff. 4-106 b,vespasian a. xxiii.,ff. 4-106 b,241,cotton vespasian a. xxiii. ff. 4-106 b,vellum,quarto,4.0,4e
,historia regum britanniae,,,,cotton,titus a. xviii. ff. 13-82,titus a. xviii.,ff. 13-82,243,cotton titus a. xviii. ff. 13-82,vellum,quarto,14.0,14e
,historia regum britanniae,,,,cotton,titus a. xxv. ff. 105-116 b,titus a. xxv.,ff. 105-116 b,244,cotton titus a. xxv. ff. 105-116 b,vellum,quarto,14.0,14e
,historia regum britanniae,,,,cotton,titus a. xxvii. ff. 1 b-87,titus a. xxvii.,ff. 1 b-87,231,cotton titus a. xxvii. ff. 1 b-87,vellum,quarto,,unknown
,historia regum britanniae,,,,cotton,titus c. xvii.,titus c. xvii.,,203,cotton titus c. xvii.,,,,unknown
,historia regum britanniae,,,,harley,harley 225. ff. 3-78,harley 225.,ff. 3-78,222,harley 225. ff. 3-78,vellum,folio,12.0,12e
,historia regum britanniae,,,,harley,harley 536. ff. 58-61,harley 536.,ff. 58-61,226,harley 536. ff. 58-61,vellum,octavo,,unknown
,historia regum britanniae,,,,harley,harley 3773. ff. 7-57,harley 3773.,ff. 7-57,223,harley 3773. ff. 7-57,vellum,quarto,,unknown
,historia regum britanniae,,,,harley,harley 4003. ff. 81-141 b,harley 4003.,ff. 81-141 b,244,harley 4003. ff. 81-141 b,vellum,quarto,14.0,14e
,historia regum britanniae,,,,harley,harley 5115. ff. 87-150,harley 5115.,ff. 87-150,245,harley 5115. ff. 87-150,vellum,folio,4.0,4e
,historia regum britanniae,,,,lansdowne,lansdowne 732. ff. 1-68 b,lansdowne 732.,ff. 1-68 b,233,lansdowne 732. ff. 1-68 b,vellum,octavo,,unknown
,historia regum britanniae,,,,arundel,arundel 10,arundel 10,,224,arundel 10,,,,unknown
,historia regum britanniae,,,,arundel,arundel 237,arundel 237,,241,arundel 237,vellum,folio,,unknown
,historia regum britanniae,,,,arundel,arundel 319. ff. 16-97 b,arundel 319.,ff. 16-97 b,232,arundel 319. ff. 16-97 b,vellum,quarto,,unknown
,historia regum britanniae,,,,arundel,arundel 326. ff. 63-122 b,arundel 326.,ff. 63-122 b,246,arundel 326. ff. 63-122 b,vellum,quarto,5.0,5e
,historia regum britanniae,,,,arundel,arundel 403,arundel 403,,225,arundel 403,vellum,folio,,unknown
,historia regum britanniae,,,,arundel,arundel 409. ff. 54-77,arundel 409.,ff. 54-77,233,arundel 409. ff. 54-77,vellum,quarto,1.0,1e
,historia regum britanniae,,,,sloane,sloane 289. ff. 120-133,sloane 289.,ff. 120-133,250,sloane 289. ff. 120-133,vellum,quarto,15.0,15e
,historia regum britanniae,,,,additional,"add. 11,702. ff. 11-88","add. 11,702.",ff. 11-88,247,"additional add. 11,702. ff. 11-88",vellum,octavo,14.0,14e
,historia regum britanniae,,,,additional,"add. 15,732","add. 15,732",,234,"additional add. 15,732",vellum,quarto,,unknown
,prophecy of merlin silvester,,,,royal,5. f. xv. ff. 3 b,5. f. xv.,ff. 3 b,313,royal 5. f. xv. ff. 3 b,vellum,quarto,,unknown
,letters between alexander and dindimus,,,,royal,6. e. iii. ff. 111 b-112 b,6. e. iii.,ff. 111 b-112 b,138,royal 6. e. iii. ff. 111 b-112 b,vellum,folio,15.0,15e
,letters between alexander and dindimus,,,,royal,7. a. i. ff. 68 b-69 b,7. a. i.,ff. 68 b-69 b,137,royal 7. a. i. ff. 68 b-69 b,vellum,quarto,,unknown
,prophecies of merlin,,,,royal,8. d. iii. ff. 160 b-163,8. d. iii.,ff. 160 b-163,297,royal 8. d. iii. ff. 160 b-163,vellum,folio,1.0,1e
,prophecies of merlin,,,,cotton,"julius a. v. ff. 5, 53-57b, 177 b-179, and 180-181 b",julius a. v.,"ff. 5, 53-57b, 177 b-179, and 180-181 b",299,"cotton julius a. v. ff. 5, 53-57b, 177 b-179, and 180-181 b",vellum,octavo,,unknown
,prophecies of merlin,,,,cotton,tiberius a. ix. ff. 2-6,tiberius a. ix.,ff. 2-6,295,cotton tiberius a. ix. ff. 2-6,,,,unknown
,prophecies of merlin,,,,cotton,nero a. iv. ff. 63-76 b,nero a. iv.,ff. 63-76 b,297,cotton nero a. iv. ff. 63-76 b,vellum,octavo,14.0,14e
,prophecies of merlin,,,,cotton,cleopatra c. iv. ff. 74-122,cleopatra c. iv.,ff. 74-122,310,cotton cleopatra c. iv. ff. 74-122,paper,quarto,,unknown
,prophecies of merlin,,,,cotton,faustina a. viii. ff. 109 b-116,faustina a. viii.,ff. 109 b-116,292,cotton faustina a. viii. ff. 109 b-116,,,,unknown
